Time,Open,High,Low,Close,Volume
2012.12.10,1.04865,1.05049,1.04643,1.04868,59083
2012.12.11,1.0487,1.05315,1.04602,1.05266,61555
2012.12.12,1.05265,1.05848,1.05219,1.05531,68021
2012.12.13,1.05522,1.05628,1.05072,1.05264,66515
2012.12.14,1.05261,1.0577,1.0509,1.05651,68063
2012.12.17,1.05507,1.05721,1.05253,1.05499,61088
2012.12.18,1.05499,1.0556,1.0515,1.05328,61867
2012.12.19,1.0533,1.0533,1.04756,1.04795,70729
2012.12.20,1.04794,1.0499,1.04608,1.04813,70860
2012.12.21,1.04812,1.04852,1.03933,1.03965,73651
2012.12.24,1.03971,1.04155,1.03653,1.03685,45762
2012.12.26,1.03643,1.03854,1.0344,1.03761,40648
2012.12.27,1.03758,1.03881,1.03453,1.03756,67234
2012.12.28,1.03755,1.03956,1.03601,1.03706,64587
2012.12.31,1.03676,1.04069,1.03637,1.0391,52235
2013.01.02,1.04778,1.05229,1.04701,1.05036,66562
2013.01.03,1.05032,1.05268,1.04599,1.04651,75520
2013.01.04,1.04648,1.04861,1.0394,1.04783,80735
2013.01.07,1.04764,1.05115,1.04666,1.05019,75663
2013.01.08,1.05027,1.05152,1.04687,1.05022,75755
2013.01.09,1.05021,1.05347,1.04856,1.05126,78605
2013.01.10,1.05128,1.05971,1.04927,1.05961,81428
2013.01.11,1.05959,1.0597,1.05291,1.05331,80389
2013.01.14,1.05495,1.05771,1.05207,1.05641,75228
2013.01.15,1.05641,1.05691,1.05252,1.05636,81022
2013.01.16,1.05636,1.05788,1.05311,1.05708,82580
2013.01.17,1.0571,1.05745,1.04935,1.0544,88063
2013.01.18,1.05445,1.05556,1.04847,1.05087,83855
2013.01.21,1.05056,1.05251,1.04915,1.05153,59218
2013.01.22,1.05142,1.0578,1.05033,1.05645,82259
2013.01.23,1.05644,1.05732,1.05261,1.05533,76221
2013.01.24,1.05522,1.05532,1.0443,1.04501,84825
2013.01.25,1.04499,1.04677,1.04017,1.04225,84011
2013.01.28,1.04145,1.04289,1.03839,1.04161,76228
2013.01.29,1.04157,1.04744,1.04045,1.04735,79273
2013.01.30,1.0474,1.04751,1.03983,1.04161,79148
2013.01.31,1.04153,1.04503,1.0379,1.04249,79971
2013.02.01,1.0425,1.04444,1.03603,1.04053,83976
2013.02.04,1.04243,1.04413,1.04078,1.04365,74343
2013.02.05,1.04365,1.0456,1.03698,1.03881,81929
2013.02.06,1.0388,1.0399,1.02954,1.03181,82219
2013.02.07,1.0318,1.03378,1.02727,1.0281,84398
2013.02.08,1.02806,1.03473,1.02542,1.03166,79009
2013.02.11,1.0311,1.03235,1.02504,1.02536,68280
2013.02.12,1.02535,1.03211,1.02258,1.03029,78788
2013.02.13,1.03029,1.037,1.0302,1.03684,77632
2013.02.14,1.03695,1.03698,1.03258,1.03576,80560
2013.02.15,1.03576,1.03734,1.02865,1.03033,78037
2013.02.18,1.02891,1.03147,1.02742,1.03044,60475
2013.02.19,1.03046,1.03664,1.03002,1.03551,70600
2013.02.20,1.03548,1.0367,1.02364,1.02551,78408
2013.02.21,1.02544,1.02641,1.02201,1.02447,82133
2013.02.22,1.02444,1.03401,1.02331,1.03177,79826
2013.02.25,1.03025,1.0328,1.025,1.02559,94165
2013.02.26,1.02557,1.0291,1.01998,1.02275,100118
2013.02.27,1.02272,1.02442,1.01817,1.02316,92177
2013.02.28,1.02315,1.02894,1.0197,1.02132,85092
2013.03.01,1.02131,1.02413,1.01816,1.02021,82204
2013.03.04,1.01992,1.02042,1.01148,1.0195,76909
2013.03.05,1.01952,1.02624,1.01864,1.02567,74708
2013.03.06,1.02562,1.02989,1.02311,1.02323,76798
2013.03.07,1.02317,1.02895,1.02182,1.02657,79865
2013.03.08,1.02658,1.02822,1.02109,1.02331,78282
2013.03.11,1.02131,1.02826,1.02029,1.02734,68082
2013.03.12,1.02735,1.0335,1.02661,1.03201,82074
2013.03.13,1.03205,1.03335,1.0282,1.02968,80617
2013.03.14,1.02968,1.04008,1.0287,1.03846,87890
2013.03.15,1.03842,1.04129,1.03608,1.04104,75134
2013.03.18,1.03594,1.04093,1.03439,1.03999,64735
2013.03.19,1.03999,1.04042,1.03497,1.03649,85527
2013.03.20,1.03647,1.04047,1.03545,1.03783,60483
2013.03.21,1.03784,1.04563,1.03631,1.04348,63048
2013.03.22,1.04346,1.04595,1.042,1.04429,69200
2013.03.25,1.0445,1.04792,1.04314,1.04534,79139
2013.03.26,1.04536,1.04967,1.04462,1.04803,70693
2013.03.27,1.04805,1.04809,1.04176,1.04425,59234
2013.03.28,1.04424,1.04561,1.03962,1.04076,52849
2013.03.29,1.04077,1.04269,1.03975,1.04117,30097
2013.04.01,1.04175,1.04311,1.0385,1.04219,30636
2013.04.02,1.04218,1.04781,1.04169,1.04482,49813
2013.04.03,1.04483,1.04967,1.04451,1.04599,48028
2013.04.04,1.04598,1.04887,1.03856,1.04341,61047
2013.04.05,1.0434,1.04372,1.03546,1.03779,59456
2013.04.08,1.0367,1.04232,1.03474,1.0411,52897
2013.04.09,1.04111,1.05081,1.04045,1.04876,55808
2013.04.10,1.04875,1.05517,1.04736,1.05416,51960
2013.04.11,1.05414,1.05817,1.04992,1.05439,56040
2013.04.12,1.05438,1.05596,1.04795,1.05035,57002
2013.04.15,1.05025,1.05227,1.02899,1.03119,79150
2013.04.16,1.03118,1.03968,1.02939,1.03894,76826
2013.04.17,1.0389,1.0393,1.02763,1.02955,72728
2013.04.18,1.02953,1.03371,1.0268,1.02999,70888
2013.04.19,1.02997,1.03579,1.02743,1.02749,64577
2013.04.22,1.02771,1.03065,1.02355,1.02733,62150
2013.04.23,1.02734,1.02753,1.022,1.02575,66529
2013.04.24,1.02572,1.02953,1.02303,1.02779,61938
2013.04.25,1.02781,1.03388,1.02707,1.029,55563
2013.04.26,1.02892,1.03351,1.02625,1.027,61434
2013.04.29,1.02795,1.03572,1.02713,1.03495,48407
2013.04.30,1.03495,1.03843,1.03287,1.0369,54469
2013.05.01,1.03689,1.03808,1.02642,1.02774,50943
2013.05.02,1.02773,1.02831,1.02215,1.0247,58381
2013.05.03,1.02467,1.0322,1.02421,1.03128,51531
2013.05.06,1.03037,1.03109,1.02218,1.02521,41751
2013.05.07,1.02521,1.02534,1.01546,1.01831,60036
2013.05.08,1.01833,1.02078,1.01541,1.01689,55727
2013.05.09,1.0169,1.02529,1.00459,1.00907,62025
2013.05.10,1.00911,1.00944,0.99607,1.00214,73746
2013.05.13,0.99997,1.0014,0.99399,0.99506,65019
2013.05.14,0.99505,1.00031,0.98759,0.9888,72970
2013.05.15,0.9888,0.99188,0.98523,0.98969,73028
2013.05.16,0.98971,0.9912,0.97969,0.98075,75892
2013.05.17,0.98075,0.98292,0.97109,0.97268,72791
2013.05.20,0.97545,0.9826,0.97362,0.98071,68030
2013.05.21,0.9807,0.98419,0.9751,0.98019,77527
2013.05.22,0.98015,0.98266,0.96618,0.96979,84287
2013.05.23,0.96983,0.97772,0.95935,0.97471,93463
2013.05.24,0.97473,0.97498,0.96341,0.96451,79526
2013.05.27,0.9641,0.96653,0.96142,0.9631,48497
2013.05.28,0.96317,0.96954,0.95953,0.96137,75474
2013.05.29,0.96137,0.96699,0.95277,0.96325,79981
2013.05.30,0.96322,0.96967,0.95828,0.96619,81200
2013.05.31,0.96607,0.96838,0.95496,0.95671,80650
2013.06.03,0.96161,0.97913,0.959,0.97685,75529
2013.06.04,0.97691,0.97702,0.96101,0.96485,78744
2013.06.05,0.96486,0.96566,0.9511,0.95405,77216
2013.06.06,0.95405,0.96716,0.94342,0.95952,84947
2013.06.07,0.95959,0.95961,0.94275,0.94946,85274
2013.06.10,0.94025,0.94802,0.93926,0.94624,72520
2013.06.11,0.94625,0.94703,0.93257,0.94255,88543
2013.06.12,0.94254,0.95632,0.94151,0.94811,80042
2013.06.13,0.9481,0.96565,0.9428,0.96382,84803
2013.06.14,0.96381,0.96639,0.95669,0.95681,80598
2013.06.17,0.95614,0.96407,0.95083,0.95463,66912
2013.06.18,0.95462,0.95727,0.94399,0.94842,70186
2013.06.19,0.94842,0.95547,0.92831,0.9293,72738
2013.06.20,0.9293,0.93114,0.91631,0.91951,94413
2013.06.21,0.91948,0.92585,0.91821,0.92126,84687
2013.06.24,0.92068,0.92975,0.91477,0.9248,87364
2013.06.25,0.92482,0.92965,0.91965,0.92579,81282
2013.06.26,0.9258,0.93436,0.92347,0.92765,78936
2013.06.27,0.92763,0.93376,0.9262,0.92741,72242
2013.06.28,0.92742,0.92855,0.91128,0.9134,78093
2013.07.01,0.91119,0.92525,0.91119,0.92375,66121
2013.07.02,0.92377,0.92487,0.91306,0.91451,77020
2013.07.03,0.91451,0.9188,0.90366,0.90875,81565
2013.07.04,0.90874,0.91803,0.9072,0.91426,70602
2013.07.05,0.91428,0.91789,0.9048,0.90577,69319
2013.07.08,0.90496,0.91438,0.90411,0.9132,57112
2013.07.09,0.91321,0.92,0.9083,0.91748,72174
2013.07.10,0.91749,0.92337,0.90921,0.91709,78509
2013.07.11,0.91708,0.93049,0.9119,0.91865,91167
2013.07.12,0.91868,0.91894,0.89976,0.90462,65722
2013.07.15,0.90715,0.91209,0.90355,0.90966,67616
2013.07.16,0.90962,0.92595,0.90851,0.92514,72472
2013.07.17,0.92514,0.92916,0.9191,0.92355,72620
2013.07.18,0.92355,0.92483,0.91377,0.91684,70236
2013.07.19,0.91682,0.92344,0.91541,0.91701,66896
2013.07.22,0.91761,0.92695,0.9173,0.92476,63548
2013.07.23,0.92475,0.92974,0.92223,0.92949,73406
2013.07.24,0.92947,0.93163,0.91312,0.91617,81400
2013.07.25,0.91614,0.92797,0.91277,0.92454,79106
2013.07.26,0.92453,0.92948,0.92274,0.92595,70998
2013.07.29,0.92507,0.92857,0.91878,0.92045,69162
2013.07.30,0.92044,0.92096,0.90439,0.90611,71123
2013.07.31,0.9061,0.9075,0.89353,0.8982,79961
2013.08.01,0.89816,0.89915,0.89072,0.8924,73848
2013.08.02,0.89239,0.8969,0.88707,0.89012,72500
2013.08.05,0.89179,0.89331,0.8847,0.89277,63658
2013.08.06,0.89281,0.90049,0.89056,0.89844,70350
2013.08.07,0.8984,0.90234,0.89192,0.89986,69681
2013.08.08,0.89986,0.91333,0.89722,0.91025,73727
2013.08.09,0.91024,0.92131,0.90857,0.91955,65920
2013.08.12,0.91878,0.92196,0.91344,0.91468,62669
2013.08.13,0.9147,0.91484,0.90731,0.91118,68739
2013.08.14,0.91117,0.9159,0.90802,0.91216,65206
2013.08.15,0.91209,0.91892,0.90582,0.91404,76295
2013.08.16,0.91403,0.92143,0.91235,0.91816,69472
2013.08.19,0.91854,0.92317,0.91026,0.91083,68021
2013.08.20,0.91083,0.91315,0.90268,0.90698,72387
2013.08.21,0.90696,0.90721,0.89644,0.89695,77158
2013.08.22,0.89692,0.90425,0.8931,0.90056,75081
2013.08.23,0.90056,0.90495,0.89703,0.90209,67942
2013.08.26,0.90333,0.90694,0.90029,0.90279,54217
2013.08.27,0.90277,0.90364,0.89331,0.89823,68985
2013.08.28,0.89822,0.89863,0.88924,0.89389,73784
2013.08.29,0.8939,0.89773,0.89158,0.89286,64348
2013.08.30,0.89286,0.8957,0.88918,0.88973,64724
2013.09.02,0.89428,0.9013,0.89233,0.89747,57548
2013.09.03,0.89753,0.9071,0.89716,0.90611,73078
2013.09.04,0.9061,0.9187,0.90368,0.91717,69066
2013.09.05,0.91716,0.91866,0.91147,0.9121,69630
2013.09.06,0.91208,0.92157,0.9115,0.91792,62664
2013.09.09,0.92022,0.92413,0.91661,0.92264,57264
2013.09.10,0.92265,0.93177,0.92161,0.93107,66173
2013.09.11,0.93106,0.93369,0.92762,0.9327,62997
2013.09.12,0.93271,0.9353,0.92281,0.92702,67180
2013.09.13,0.92699,0.92721,0.92233,0.92419,60127
2013.09.16,0.9329,0.93889,0.93042,0.9317,63152
2013.09.17,0.93168,0.93659,0.92841,0.93538,58473
2013.09.18,0.93532,0.95264,0.93349,0.95184,63724
2013.09.19,0.95188,0.95238,0.94268,0.94374,71598
2013.09.20,0.94372,0.94578,0.93774,0.9392,58188
2013.09.23,0.93671,0.94565,0.93654,0.9429,55062
2013.09.24,0.94292,0.94304,0.93633,0.93895,55193
2013.09.25,0.93894,0.93922,0.93378,0.93661,56684
2013.09.26,0.93658,0.94008,0.93396,0.93634,53033
2013.09.27,0.93636,0.93738,0.92973,0.93126,55372
2013.09.30,0.93087,0.93535,0.92803,0.93154,58866
2013.10.01,0.93154,0.94347,0.9288,0.93963,65353
2013.10.02,0.93964,0.94104,0.93331,0.9384,59326
2013.10.03,0.93838,0.94138,0.93659,0.9392,59635
2013.10.04,0.93919,0.94578,0.93878,0.9434,53134
2013.10.07,0.94342,0.94481,0.93876,0.94271,49355
2013.10.08,0.9427,0.94835,0.94109,0.94225,57823
2013.10.09,0.94224,0.94638,0.94122,0.94432,61990
2013.10.10,0.94432,0.94708,0.9389,0.94499,61538
2013.10.11,0.94502,0.9484,0.94344,0.94657,57297
2013.10.14,0.94268,0.95059,0.94259,0.94869,49169
2013.10.15,0.94868,0.95468,0.94773,0.95248,61409
2013.10.16,0.95247,0.95557,0.94978,0.95496,62049
2013.10.17,0.95497,0.96462,0.95263,0.96343,66269
2013.10.18,0.96344,0.96771,0.96036,0.96751,57534
2013.10.21,0.96704,0.96785,0.96415,0.96516,50638
2013.10.22,0.96515,0.973,0.96427,0.97068,52225
2013.10.23,0.97062,0.97558,0.96066,0.96248,67267
2013.10.24,0.96248,0.96702,0.95714,0.96216,63520
2013.10.25,0.96215,0.96236,0.95713,0.95811,58321
2013.10.28,0.95866,0.96219,0.95551,0.95706,51720
2013.10.29,0.95706,0.95739,0.9472,0.94785,67170
2013.10.30,0.94784,0.95151,0.94409,0.94802,63544
2013.10.31,0.94803,0.95249,0.94503,0.94594,69682
2013.11.01,0.94595,0.94888,0.9421,0.94369,62817
2013.11.04,0.94547,0.95135,0.94441,0.95095,56938
2013.11.05,0.95093,0.95366,0.94625,0.95062,64283
2013.11.06,0.95063,0.95419,0.94852,0.95255,60255
2013.11.07,0.95254,0.95272,0.94381,0.94535,71194
2013.11.08,0.94539,0.94795,0.93521,0.93842,69991
2013.11.11,0.9385,0.9389,0.93437,0.9358,53638
2013.11.12,0.93579,0.93671,0.92694,0.93008,65446
2013.11.13,0.93003,0.93698,0.9278,0.93579,63654
2013.11.14,0.93577,0.93849,0.92806,0.93144,69163
2013.11.15,0.93136,0.93733,0.93045,0.93664,56876
2013.11.18,0.93744,0.94181,0.93576,0.93763,61821
2013.11.19,0.93762,0.94463,0.93521,0.94318,64537
2013.11.20,0.94322,0.94464,0.93152,0.93336,71649
2013.11.21,0.93333,0.93339,0.9198,0.9233,72219
2013.11.22,0.92329,0.92481,0.91427,0.91684,65938
2013.11.25,0.91622,0.91872,0.91195,0.91591,61278
2013.11.26,0.91594,0.92038,0.90877,0.91256,66526
2013.11.27,0.91255,0.91367,0.90642,0.90778,63486
2013.11.28,0.90779,0.91487,0.90748,0.90983,55329
2013.11.29,0.90985,0.91398,0.90546,0.91077,64492
2013.12.02,0.91284,0.91676,0.90889,0.9104,65096
2013.12.03,0.91041,0.91448,0.90562,0.91348,66575
2013.12.04,0.91349,0.91394,0.89977,0.90278,74729
2013.12.05,0.90278,0.90762,0.90028,0.90612,70080
2013.12.06,0.90612,0.91169,0.89897,0.90997,67385
2013.12.09,0.91212,0.91282,0.90696,0.911,63115
2013.12.10,0.91102,0.91664,0.90744,0.91493,65938
2013.12.11,0.91494,0.91513,0.90459,0.90473,66258
2013.12.12,0.90474,0.90793,0.89159,0.89357,76010
2013.12.13,0.89356,0.89682,0.89089,0.89618,61916
2013.12.16,0.89587,0.89694,0.89203,0.89468,60695
2013.12.17,0.89469,0.89571,0.88817,0.88973,61464
2013.12.18,0.88974,0.8943,0.882,0.88595,68315
2013.12.19,0.88596,0.88745,0.88219,0.88654,67353
2013.12.20,0.88653,0.89327,0.88541,0.89178,62278
2013.12.23,0.89201,0.89575,0.89157,0.89328,49884
2013.12.24,0.89329,0.89401,0.89052,0.89197,35625
2013.12.26,0.88822,0.89022,0.88756,0.88943,22616
2013.12.27,0.88942,0.89281,0.8861,0.88672,58303
2013.12.30,0.8861,0.8929,0.88323,0.89025,59027
2013.12.31,0.89024,0.89516,0.88977,0.8927,42548
2014.01.02,0.89149,0.89425,0.88424,0.89095,55036
2014.01.03,0.89096,0.90038,0.88841,0.89437,71054
2014.01.06,0.89582,0.89813,0.89346,0.89662,67295
2014.01.07,0.89662,0.89696,0.88931,0.89258,67037
2014.01.08,0.89259,0.89513,0.88958,0.89002,66520
2014.01.09,0.89001,0.89117,0.8864,0.88981,63145
2014.01.10,0.8898,0.90036,0.88747,0.89935,65443
2014.01.13,0.89972,0.90854,0.89842,0.90525,69852
2014.01.14,0.90525,0.90569,0.89548,0.89648,64869
2014.01.15,0.89646,0.89693,0.88872,0.89144,65671
2014.01.16,0.89144,0.89152,0.8776,0.88195,67914
2014.01.17,0.88196,0.8827,0.87628,0.8778,58677
2014.01.20,0.87703,0.88202,0.87555,0.88099,46478
2014.01.21,0.88098,0.88362,0.87748,0.88045,59509
2014.01.22,0.88043,0.88871,0.87864,0.88508,58875
2014.01.23,0.88509,0.88515,0.87312,0.87672,72375
2014.01.24,0.87671,0.87739,0.86596,0.86793,74964
2014.01.27,0.86912,0.87583,0.86763,0.87377,66801
2014.01.28,0.87376,0.88201,0.87253,0.87776,62913
2014.01.29,0.87775,0.88245,0.87238,0.87375,71947
2014.01.30,0.87376,0.87998,0.87094,0.87933,65781
2014.01.31,0.87931,0.8822,0.86939,0.87548,68767
2014.02.03,0.87624,0.88326,0.87381,0.87509,64965
2014.02.04,0.87508,0.89411,0.87294,0.89238,71843
2014.02.05,0.89238,0.89377,0.88724,0.89086,64428
2014.02.06,0.89083,0.89794,0.8908,0.89578,48962
2014.02.07,0.89581,0.89978,0.89211,0.89571,57531
2014.02.10,0.89545,0.89576,0.89063,0.89474,45940
2014.02.11,0.89474,0.90469,0.89404,0.90365,58410
2014.02.12,0.90364,0.90666,0.90061,0.90255,54930
2014.02.13,0.90254,0.903,0.89266,0.89779,59004
2014.02.14,0.89777,0.90428,0.89655,0.90306,59984
2014.02.17,0.90625,0.9068,0.90226,0.90313,41794
2014.02.18,0.90314,0.90795,0.90012,0.9026,60095
2014.02.19,0.90261,0.90436,0.89894,0.89987,58108
2014.02.20,0.89985,0.90209,0.89358,0.9005,62394
2014.02.21,0.90049,0.90137,0.89514,0.89754,55887
2014.02.24,0.89802,0.90484,0.89369,0.90339,64092
2014.02.25,0.90339,0.90429,0.90034,0.9018,63260
2014.02.26,0.90179,0.9025,0.89433,0.89669,67242
2014.02.27,0.89669,0.89706,0.89033,0.89641,71641
2014.02.28,0.8964,0.89881,0.89146,0.89241,70160
2014.03.03,0.88937,0.89457,0.88895,0.89362,59993
2014.03.04,0.89361,0.89668,0.8909,0.89493,56682
2014.03.05,0.89492,0.89956,0.89357,0.89838,54869
2014.03.06,0.89839,0.91121,0.8972,0.90887,59125
2014.03.07,0.90886,0.91326,0.90605,0.90659,52493
2014.03.10,0.90514,0.90621,0.90118,0.90224,49345
2014.03.11,0.90219,0.90497,0.89606,0.8975,53021
2014.03.12,0.89749,0.89924,0.89238,0.89913,58006
2014.03.13,0.89908,0.91028,0.89882,0.90376,65177
2014.03.14,0.9037,0.90489,0.89962,0.90279,56902
2014.03.17,0.90205,0.90976,0.90088,0.90852,51485
2014.03.18,0.90854,0.91353,0.90635,0.91265,55687
2014.03.19,0.91266,0.91372,0.90194,0.90317,58748
2014.03.20,0.90319,0.90506,0.89946,0.90337,65132
2014.03.21,0.90338,0.90998,0.90318,0.90789,53093
2014.03.24,0.90976,0.91489,0.90479,0.91261,58518
2014.03.25,0.9126,0.91736,0.9119,0.9158,59248
2014.03.26,0.91582,0.92444,0.91532,0.92196,64817
2014.03.27,0.92197,0.92709,0.92132,0.92589,63630
2014.03.28,0.92591,0.9294,0.92368,0.92463,55902
2014.03.31,0.92381,0.92773,0.92177,0.92631,57896
2014.04.01,0.9263,0.93025,0.92295,0.92456,55818
2014.04.02,0.92457,0.92628,0.92214,0.9247,53427
2014.04.03,0.92469,0.92524,0.92052,0.92308,57456
2014.04.04,0.9231,0.93058,0.92228,0.92901,56048
2014.04.07,0.92824,0.92942,0.92531,0.92691,51445
2014.04.08,0.92692,0.93651,0.92609,0.93595,61674
2014.04.09,0.93594,0.93978,0.93341,0.93894,57845
2014.04.10,0.93892,0.94606,0.93695,0.94118,61235
2014.04.11,0.94119,0.94259,0.93623,0.93924,58627
2014.04.14,0.93884,0.94242,0.93754,0.94225,54180
2014.04.15,0.94226,0.94231,0.93358,0.93601,58527
2014.04.16,0.93601,0.93874,0.93314,0.93697,59361
2014.04.17,0.93696,0.93892,0.93206,0.93284,50988
2014.04.18,0.9328,0.93405,0.93226,0.93297,23085
2014.04.21,0.93321,0.93459,0.93142,0.93263,36899
2014.04.22,0.93264,0.93773,0.9321,0.93654,54338
2014.04.23,0.93655,0.93756,0.92672,0.929,50213
2014.04.24,0.92897,0.93004,0.92517,0.92628,50833
2014.04.25,0.92629,0.92977,0.92529,0.92692,45627
2014.04.28,0.92735,0.93159,0.92432,0.92565,51566
2014.04.29,0.92564,0.92813,0.92266,0.92669,50935
2014.04.30,0.9267,0.92995,0.92517,0.92867,56603
2014.05.01,0.92866,0.9312,0.92601,0.92728,48102
2014.05.02,0.92726,0.9279,0.9202,0.92753,54451
2014.05.05,0.92837,0.92882,0.92514,0.9273,45589
2014.05.06,0.92729,0.93669,0.92704,0.935,55171
2014.05.07,0.93487,0.93534,0.9318,0.9326,54737
2014.05.08,0.93261,0.93937,0.93183,0.93735,57178
2014.05.09,0.93734,0.93776,0.9346,0.93601,50188
2014.05.12,0.93599,0.93851,0.93474,0.93605,42749
2014.05.13,0.93606,0.93819,0.93324,0.93578,48793
2014.05.14,0.93576,0.94085,0.93541,0.93774,51016
2014.05.15,0.93773,0.93924,0.93265,0.93549,52147
2014.05.16,0.9355,0.93707,0.93344,0.93588,46687
2014.05.19,0.93725,0.93727,0.93247,0.93283,46073
2014.05.20,0.93283,0.93343,0.92406,0.92415,54998
2014.05.21,0.92414,0.92513,0.92083,0.92499,36528
2014.05.22,0.925,0.92728,0.92134,0.92243,25760
2014.05.23,0.92246,0.92484,0.92131,0.92295,22902
2014.05.26,0.9234,0.92487,0.92298,0.92354,15901
2014.05.27,0.92353,0.92767,0.92327,0.92576,25485
2014.05.28,0.92577,0.92702,0.92135,0.92346,26135
2014.05.29,0.92347,0.93121,0.92103,0.93059,30028
2014.05.30,0.93059,0.93285,0.92882,0.93079,27293
2014.06.02,0.93075,0.93129,0.92342,0.92443,25796
2014.06.03,0.92443,0.92864,0.9229,0.92644,28913
2014.06.04,0.92643,0.9297,0.92515,0.92754,27667
